,smiles,fragments,n_fragments,C,F,N,O,Other,SINGLE,DOUBLE,TRIPLE,Tri,Quad,Pent,Hex,logP,mr,qed,SAS,tpsa,score,rank
11961,CC(N)C(=O)N(C)C(C)c1cccc(NC(=O)c2ccccc2)c1,*NCC *C(=O)N(C)C(C)c1cccc(NC(=O)c2ccccc2)c1,2,19,0,3,2,0,17,8,0,0,0,0,2,2.805500000000001,95.67160000000003,0.8873704065420221,2.6348258699654945,75.43,-7.3,15
11960,Cc1ccc(CNC(=O)Cn2c(=O)n(-c3ccccc3C(C)N)c(=O)c3ccccc32)cc1,*NCC *c1ccccc1-n1c(=O)c2ccccc2n(CC(=O)NCc2ccc(C)cc2)c1=O,2,26,0,4,3,0,24,12,0,0,0,0,4,2.796920000000001,129.4331,0.47966131791925565,2.659738657260405,99.12,-7.3,15
11972,Cc1ccc(CCN2C(=O)c3cc4ccccc4n3CC2(C)C(=O)NCC(C)N)cc1,*NCC *CNC(=O)C1(C)Cn2c(cc3ccccc32)C(=O)N1CCc1ccc(C)cc1,2,25,0,4,2,0,25,9,0,0,0,1,3,2.8703200000000004,122.92160000000004,0.6459758417385176,3.2903119130550866,80.36,-7.7,15
11965,O=C(CC1(c2ccc(-c3ccccc3)cc2)CC(=O)N(C2CC2)C1=O)N1CC[NH+](C2CCCC2)CC1,*CC(=O)N1CC[NH+](C2CCCC2)CC1 *C1(c2ccc(-c3ccccc3)cc2)CC(=O)N(C2CC2)C1=O,2,30,0,3,3,0,32,9,0,1,0,2,3,2.5725,137.19769999999997,0.6373523703399999,3.881375269140056,62.13,-7.7,15
11959,CCCc1noc(-c2ccnc(-n3cnc(C(=O)NCc4ccco4)c3)c2)n1,*CCC *c1noc(-c2ccnc(-n3cnc(C(=O)NCc4ccco4)c3)c2)n1,2,19,0,6,3,0,21,10,0,0,0,3,1,2.7928,98.5242,0.522829340309,2.6956030418484045,111.87,-7.3,15
11980,CC(N)Sc1nnc2c3ccccc3nc(Cc3ccccc3)n12,*NCC *Sc1nnc2c3ccccc3nc(Cc3ccccc3)n12,2,18,0,5,0,1,18,9,0,0,0,1,3,3.265100000000002,97.04240000000001,0.45778817948188943,2.8346180727115744,69.1,-7.5,15
11974,Cc1cc(C)cc(N2C(=O)N=C([O-])C(=Cc3cc4ccccc4[nH]3)C2=O)c1,*c1cc(C)cc(C)c1 *N1C(=O)N=C([O-])C(=Cc2cc3ccccc3[nH]2)C1=O,2,21,0,3,3,0,19,11,0,0,0,1,3,3.09374,102.50870000000002,0.705168404565,3.0319929658866043,88.59,-7.6,15
11958,CCC(C)NC(=O)NC(=O)CSc1ccc(-c2ccccc2)nn1,*CCCC *NC(*)=O *NC(=O)CSc1ccc(-c2ccccc2)nn1,3,17,0,4,2,1,17,8,0,0,0,0,2,2.860000000000001,94.61940000000003,0.7873497973399413,2.586439494818878,83.98,-7.3,15
11988,CCC(C)n1nc(C)c(NC(=O)COC(=O)Cn2nnc3ccccc3c2=O)c1C,*CCCC *n1nc(C)c(NC(=O)COC(=O)Cn2nnc3ccccc3c2=O)c1C,2,20,0,6,4,0,23,9,0,0,0,1,2,1.7577399999999994,110.08970000000005,0.5869457949709099,2.9294823863266863,121.0,-7.1,15
11987,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccn1,*CC(O)(c1ccc(F)cc1)c1ccccn1 *n1cncn1,2,15,1,4,1,0,15,8,0,0,0,1,2,1.7483,73.65780000000004,0.798424487227,2.941294988955564,63.83,-7.1,15
11986,CC(N)c1nc(NCc2ccccc2)c2nnn(Cc3ccccc3)c2n1,*NCC *c1nc(NCc2ccccc2)c2nnn(Cc3ccccc3)c2n1,2,20,0,7,0,0,20,10,0,0,0,1,3,2.9014000000000015,105.03310000000002,0.5496103873124284,2.7740734339258317,94.54,-7.4,15
11985,CC(N)CCCNC(=O)C1CCCN(C(=O)c2cccc3ccccc23)C1,*NCC *CCCNC(=O)C1CCCN(C(=O)c2cccc3ccccc23)C1,2,22,0,3,2,0,22,7,0,0,0,0,3,2.9356000000000018,108.46860000000005,0.7709898665188086,2.7576059409004117,75.43,-7.4,15
11984,CCC(C)C(=O)Cn1c(CNC(=O)c2cccnc2)nc2ccccc21,*CCCC *C(=O)Cn1c(CNC(=O)c2cccnc2)nc2ccccc21,2,20,0,4,2,0,19,9,0,0,0,1,2,2.9765000000000015,99.60220000000004,0.7105668070562241,2.732313641464101,76.88,-7.4,15
11973,CCN(CC(C)(C)O)C(=O)Nc1ccccc1C(=O)N1CC(C)CC(C)C1,*N(CC)C(=O)Nc1ccccc1C(=O)N1CC(C)CC(C)C1 *CC(C)(C)O,2,21,0,3,3,0,23,5,0,0,0,0,2,3.4294,107.85400000000006,0.8109444398160001,3.143448120638481,72.88,-7.7,15
11983,CCC(C)NC(=O)NC(=O)CSc1nnc(-c2ccncc2)n1-c1ccccc1,*CCCC *NC(*)=O *NC(=O)CSc1nnc(-c2ccncc2)n1-c1ccccc1,3,20,0,6,2,1,21,10,0,0,0,1,2,3.045700000000002,111.7414,0.5806672435752805,2.671966694942899,101.80000000000001,-7.4,15
11981,Cc1cc(C(=O)Nc2ccccc2-n2cc(C(C)N)nn2)ccc1[N+](=O)[O-],*NCC *c1cn(-c2ccccc2NC(=O)c2ccc([N+](=O)[O-])c(C)c2)nn1,2,18,0,6,3,0,19,10,0,0,0,1,2,2.7559199999999997,99.74800000000002,0.5274795439180989,2.8208678019881486,128.97,-7.4,15
11979,CCC(C)NC(=O)c1ccccc1N1CCN(C(=O)NC2CCCc3c2cnn3C)CC1,*CCCC *NC(*)=O *c1ccccc1N1CCN(C(=O)NC2CCCc3c2cnn3C)CC1,3,24,0,6,2,0,28,7,0,0,0,1,3,2.8576000000000006,124.86590000000008,0.7521212657700688,3.187791510131193,82.5,-7.6,15
11978,Cc1cc(C(C)(O)CNC(=O)c2ccc3c(n2)CCCC3)c(C)o1,*c1cc(C)oc1C *C(C)(O)CNC(=O)c1ccc2c(n1)CCCC2,2,19,0,2,3,0,20,6,0,0,0,1,2,2.8077400000000003,90.96500000000005,0.8989600376279999,3.254836678583315,75.36,-7.6,15
11977,CC(N)NC(Cc1c[nH]c2ccccc12)C(=O)N1CCN(Cc2ccc(Cl)cc2)CC1,*NCC *NC(Cc1c[nH]c2ccccc12)C(=O)N1CCN(Cc2ccc(Cl)cc2)CC1,2,24,0,5,1,1,26,8,0,0,0,1,3,2.9711000000000007,125.8848,0.49446667403970046,3.0660786820474257,77.38999999999999,-7.6,15
11976,CCC(C)CCNOc1ccccc1CNC(=O)c1cccc(-n2cnnn2)c1,*CCCC *CCN* *Oc1ccccc1CNC(=O)c1cccc(-n2cnnn2)c1,3,21,0,6,2,0,22,9,0,0,0,1,2,2.911900000000001,109.46890000000003,0.40561520648895394,3.0672366737592656,93.96000000000001,-7.6,15
11975,Cc1ccc([NH+]=c2oc3ccccc3cc2C(=O)Nc2nccs2)c(F)c1,*c1cc2ccccc2oc1=[NH+]c1ccc(C)cc1F *C(=O)Nc1nccs1,2,20,1,3,2,1,19,11,0,0,0,1,3,2.90212,101.1759,0.56948478113,3.1249306955658325,69.1,-7.6,15
11982,CC(N)C(=O)c1ccc(NC(=O)C2CCCN(C(=O)Cc3ccc(F)cc3)C2)cc1,*NCC *C(=O)c1ccc(NC(=O)C2CCCN(C(=O)Cc3ccc(F)cc3)C2)cc1,2,23,1,3,3,0,23,9,0,0,0,0,3,2.7754000000000003,112.45960000000002,0.7152047768794065,2.8053078579544266,92.5,-7.4,15
11957,O=C(NCCCc1ccccc1)C1CCCN(c2nc3ccccc3[nH]c2=O)C1,*C(=O)C1CCCN(c2nc3ccccc3[nH]c2=O)C1 *CCN* *Cc1ccccc1,3,23,0,4,2,0,23,9,0,0,0,0,4,2.8885,115.07340000000006,0.629554457212,2.586168173436059,78.09,-7.3,15
11940,CC(N)=CC(=O)NCCc1n[nH]c(=S)n1C,*NCC *=CC(=O)NCCc1n[nH]c(=S)n1C,2,9,0,5,1,1,12,4,0,0,0,1,0,-0.001110000000000111,63.05080000000002,0.511119219631532,2.921523430625614,88.73000000000002,-5.9,15
11955,COc1ccc(OC)c(CNCCc2ccc(Cl)cc2Cl)c1,*c1cc(OC)ccc1OC *CNCCc1ccc(Cl)cc1Cl,2,17,0,1,2,2,17,6,0,0,0,0,2,4.3429,91.41870000000004,0.7288479550489999,1.863663555697924,30.49,-5.5,15
11923,CC(N)NC(=O)N1CCCCC1CNS(C)(=O)=O,*NCC *NC(=O)N1CCCCC1CNS(C)(=O)=O,2,10,0,4,3,1,15,3,0,0,0,0,1,-0.5955999999999988,69.37260000000003,0.5974256861083981,3.3136015863729877,104.53,-5.8,15
11924,CC(N)C(=O)NC1(C(N)=NO)CCCC1,*NCC *C(=O)NC1(C(N)=NO)CCCC1,2,9,0,4,2,0,13,2,0,0,0,1,0,-0.49099999999999966,56.40000000000002,0.2195070637113456,3.241401189723275,113.73,-6.0,15
11925,CC(N)C(=O)COc1ccc(C=CC(=O)[O-])cc1,*NCC *C(=O)COc1ccc(C=CC(=O)[O-])cc1,2,13,0,1,4,0,12,6,0,0,0,0,1,-0.2552000000000001,64.63440000000003,0.7003417547089487,3.135959941181289,92.45000000000002,-6.0,15
11926,CCOCCn1c(=O)c2c(OC(C)N)ccnc2n(C)c1=O,*NCC *Oc1ccnc2c1c(=O)n(CCOCC)c(=O)n2C,2,14,0,4,4,0,18,5,0,0,0,0,2,-0.1847999999999992,82.01440000000002,0.5863587929823306,3.1153848896445764,101.37,-6.0,15
11927,CC(N)CCCNC(=O)NC1CCCN(S(C)(=O)=O)C1,*NCC *CCCNC(=O)NC1CCCN(S(C)(=O)=O)C1,2,12,0,4,3,1,17,3,0,0,0,0,1,-0.16299999999999848,78.85660000000004,0.5928793430291497,3.0401144557725086,104.52999999999997,-5.8,15
11928,CC(N)NC(=O)CCc1nc(-c2ncccn2)no1,*NCC *NC(=O)CCc1nc(-c2ncccn2)no1,2,11,0,6,2,0,14,6,0,0,0,1,1,-0.11990000000000012,65.43710000000002,0.7204635792498034,3.019582783674646,119.82,-6.0,15
11929,CC(N)NC(=O)C1CC(=O)N(Cc2ccccn2)C1,*NCC *NC(=O)C1CC(=O)N(Cc2ccccn2)C1,2,13,0,4,2,0,15,5,0,0,0,1,1,-0.1489999999999998,69.55310000000003,0.7386470523671795,3.0407590697981863,88.32,-5.9,15
11930,CC(N)CNC(=O)c1n[nH]c2c1CCC2,*NCC *CNC(=O)c1n[nH]c2c1CCC2,2,10,0,4,1,0,13,3,0,0,0,2,0,-0.024599999999999955,56.595300000000016,0.6521672416643384,3.0142153106023963,83.79999999999998,-5.9,15
11931,CC(N)NC(=O)c1cccc(N2CCNC2=O)c1,*NCC *NC(=O)c1cccc(N2CCNC2=O)c1,2,12,0,4,2,0,14,5,0,0,0,1,1,0.2506999999999993,68.30230000000003,0.6700074597892427,2.777514496911273,87.46000000000001,-5.7,15
11932,CCn1nc(C)cc1C(=O)NCC(C)N,*NCC *CNC(=O)c1cc(C)nn1CC,2,10,0,4,1,0,12,3,0,0,0,1,0,0.28842,58.62060000000003,0.7497937573280894,2.7742146512617367,72.94,-5.7,15
11933,COc1ccc(Cl)cc1S(=O)(=O)N(C)CC(=O)NC(C)N,*NCC *NC(=O)CN(C)S(=O)(=O)c1cc(Cl)ccc1OC,2,12,0,3,4,2,15,6,0,0,0,0,1,0.39,79.61190000000003,0.7321710046904301,2.7435427752676116,101.73,-5.7,15
11934,CC(N)CC(=O)N1CCC(N2CCCC2=O)CC1,*NCC *CC(=O)N1CCC(N2CCCC2=O)CC1,2,13,0,3,2,0,17,2,0,0,0,1,1,0.3371000000000002,68.81540000000004,0.7883013664114338,2.7534664969112743,66.64000000000001,-5.7,15
11935,CC(N)CC(=O)NN=Cc1ccncc1,*NCC *CC(=O)NN=Cc1ccncc1,2,10,0,4,1,0,10,5,0,0,0,0,1,0.2689999999999995,58.24010000000003,0.5477670457638263,2.75999333258042,80.37,-5.1,15
11936,CC(N)C(=O)NCCCOCC1CCOCC1,*NCC *C(=O)NCCCOCC1CCOCC1,2,12,0,2,3,0,16,1,0,0,0,0,1,0.2830999999999999,65.63810000000004,0.6310245379808894,2.7273331142983768,73.58000000000001,-4.8,15
11937,CCC(C)NC(=O)CN1CCN(C(=O)C2CCCO2)CC1,*CCCC *NC(=O)CN1CCN(C(=O)C2CCCO2)CC1,2,15,0,3,3,0,20,2,0,0,0,1,1,0.22430000000000194,79.88970000000005,0.7886699067458787,2.8167554490009845,61.88000000000001,-5.8,15
11938,CC(N)C(=O)C1CCN(C(=O)c2cnccn2)CC1,*NCC *C(=O)C1CCN(C(=O)c2cnccn2)CC1,2,13,0,4,2,0,15,5,0,0,0,0,2,0.2450999999999992,69.31590000000003,0.8427735669949178,2.80839091139598,89.18,-5.6,15
11939,CC(N)c1ccc(CNS(C)(=O)=O)cn1,*NCC *c1ccc(CNS(C)(=O)=O)cn1,2,9,0,3,2,1,10,5,0,0,0,0,1,0.15050000000000036,58.52290000000002,0.7693266801664365,2.813343882030967,85.08,-5.5,15
11954,CC(C)(C)C(=O)CC(c1ccccc1)c1ccccc1,*C(CC(=O)C(C)(C)C)c1ccccc1 *c1ccccc1,2,19,0,0,1,0,14,7,0,0,0,0,2,4.8238,83.80600000000005,0.7408447686399999,1.8475333778090213,17.07,-5.8,15
11953,COc1ccc(OCc2cccc(Cl)c2)c(CBr)c1,*c1ccc(OC)cc1CBr *OCc1cccc(Cl)c1,2,15,0,0,2,2,14,6,0,0,0,0,2,4.8225,81.40900000000003,0.693962838814,1.8409668922424665,18.46,-5.7,15
11952,Cn1ncc(C#N)c1NC(=O)C(C)(C)S(C)(=O)=O,*c1c(C#N)cnn1C *NC(=O)C(C)(C)S(C)(=O)=O,2,10,0,4,3,1,12,5,1,0,0,1,0,0.0534799999999999,65.47550000000003,0.8584945584100001,2.8227331517444227,104.85,0.0,15
11951,CC(N)NNC(=O)c1ccc(C#N)cc1,*NCC *NNC(=O)c1ccc(C#N)cc1,2,10,0,4,1,0,10,4,1,0,0,0,1,0.0973800000000003,55.40830000000002,0.4806776278433771,2.7887652703986987,90.94,0.0,15
11950,CCC(C)NC(=O)CN(C)c1ncccc1S(N)(=O)=O,*CCCC *NC(=O)CN(C)c1ncccc1S(N)(=O)=O,2,12,0,4,3,1,14,6,0,0,0,0,1,0.07990000000000042,76.77590000000004,0.7737268333554465,2.8462397661656578,105.38999999999999,-5.5,15
11949,CCCC1CN(C(=O)CN(C)C(=O)COC)CCO1,*CCC *CC(=O)N1CCOC(*)C1 *N(C)C(=O)COC,3,13,0,2,4,0,17,2,0,0,0,0,1,0.1187,70.74100000000004,0.707108502907,2.8291499434379577,59.08000000000001,-5.4,15
11956,COc1ccc(NC(=O)c2ccccc2-c2ccccc2C#N)cc1OC,*c1ccc(OC)c(OC)c1 *NC(=O)c1ccccc1-c1ccccc1C#N,2,22,0,2,3,0,18,10,1,0,0,0,3,4.49478,104.09220000000003,0.697322531417,1.8590923954044545,71.35,0.0,15
11948,CNC(=O)C(C)Sc1nncn1C,*C(C)C(=O)NC *Sc1nncn1C,2,7,0,4,1,1,10,3,0,0,0,1,0,0.0417,50.388700000000014,0.7194704225599999,2.846023260488624,59.81,-5.0,15
11946,CC(N)CCNc1nccn(C)c1=O,*NCC *CCNc1nccn(C)c1=O,2,9,0,4,1,0,11,3,0,0,0,0,1,-0.07050000000000067,56.23410000000002,0.7066834862971223,2.9021626039799173,72.94,-5.1,15
11945,CCC(C)C(=O)NNC(N)=S,*CCCC *C(=O)NNC(N)=S,2,6,0,3,1,1,8,2,0,0,0,0,0,-0.10309999999999964,47.51880000000001,0.4047212120898102,2.9303440665572484,67.15,-5.0,15
11944,COc1ncnc(NC2CCN(C(=O)C(C)N)CC2)c1N,*NCC *C(=O)N1CCC(Nc2ncnc(OC)c2N)CC1,2,13,0,6,2,0,18,4,0,0,0,0,2,-0.1824999999999991,79.87050000000002,0.7041308936242336,2.9428185746406523,119.39,-5.0,15
11943,Cc1ccn(C)c(=O)c1NC(=O)C(C)N,*NCC *C(=O)Nc1c(C)ccn(C)c1=O,2,10,0,3,2,0,11,4,0,0,0,0,1,-0.020580000000000376,58.699100000000016,0.7182207330295144,2.870159266646354,77.12,-5.6,15
11942,CC(N)C1CCC(C(=O)NN)CC1,*NCC *C1CCC(C(=O)NN)CC1,2,9,0,3,1,0,12,1,0,0,0,0,1,0.12990000000000063,51.42750000000002,0.32477008299583743,2.823901062686426,81.14,-5.6,15
11941,Cc1ccc(S(=O)(=O)NCNC(C)N)cc1,*NCC *NCNS(=O)(=O)c1ccc(C)cc1,2,10,0,3,2,1,11,5,0,0,0,0,1,0.12512000000000112,63.15260000000003,0.6415790629241541,2.844406465766797,84.22,-5.8,15
11947,COC(C)C(=O)N1CCN(CCC(C)N)CC1,*NCC *CCN1CCN(C(=O)C(C)OC)CC1,2,12,0,3,2,0,16,1,0,0,0,0,1,-0.09719999999999729,67.75740000000005,0.7325556961315358,2.9234565465694526,58.8,-4.9,15
11990,Cc1cc(NC(=O)C2CCCN2S(=O)(=O)c2cccs2)on1,*c1cc(C)no1 *NC(=O)C1CCCN1S(=O)(=O)c1cccs1,2,13,0,3,4,2,17,7,0,0,0,3,0,1.83632,81.10250000000003,0.921935409228,2.9125400757487965,92.51,-7.1,15
12060,CC[NH2+]c1cscc1C[NH+]1CCC(c2nnc(C[NH+](C)C)n2C)CC1,*c1cc(C[NH+]2CCC(c3nnc(C[NH+](C)C)n3C)CC2)cs1 *[NH2+]CC,2,18,0,6,0,1,23,4,0,0,0,2,1,-1.3015999999999956,100.33880000000005,0.5712449065288904,5.381645169004378,56.199999999999996,-6.5,15
11992,COc1ccc(C2C(C(=O)[O-])CC(=O)N2Cc2ccccc2)cc1,*c1ccc(OC)cc1 *C1C(C(=O)[O-])CC(=O)N1Cc1ccccc1,2,19,0,1,4,0,18,8,0,0,0,1,2,1.5349,85.84100000000004,0.844131911937,3.0446638173122667,69.67,-7.1,15
12042,CC(N)C(=O)C1CCCN(C(=O)c2cn(Cc3cccc4ccccc34)nn2)C1,*NCC *C(=O)C1CCCN(C(=O)c2cn(Cc3cccc4ccccc34)nn2)C1,2,22,0,5,2,0,23,9,0,0,0,1,3,2.248099999999999,110.35590000000003,0.7198608008819497,3.1664741472405717,94.11000000000001,-7.5,15
12041,Cc1ccc(NC(=O)C2CCCN(c3nc(C(C)N)no3)C2)cc1,*NCC *c1noc(N2CCCC(C(=O)Nc3ccc(C)cc3)C2)n1,2,17,0,5,2,0,20,6,0,0,0,1,2,2.25282,91.64610000000003,0.8927152125911814,3.051472867086021,97.28,-7.5,15
12040,CC(N)NC(=O)N(C)C(=O)c1nn(-c2ccccc2)c2c1CCCCC2,*NCC *NC(*)=O *N(C)C(=O)c1nn(-c2ccccc2)c2c1CCCCC2,3,19,0,5,2,0,21,7,0,0,0,1,1,2.2275,99.09760000000004,0.6520801910072213,3.0802018965263276,93.25,-7.4,15
12039,Cc1ccc(S(=O)(=O)C(C)N)cc1C(=O)Nc1ccccc1C(=O)NCC1CCCO1,*NCC *S(=O)(=O)c1ccc(C)c(C(=O)Nc2ccccc2C(=O)NCC2CCCO2)c1,2,22,0,3,5,1,23,10,0,0,0,1,2,2.2345200000000007,117.71660000000004,0.5996867812598773,3.07973617435914,127.58999999999999,-7.4,15
12038,Cc1ccc(C[NH+]2CCC(CNC(=O)C3CCOC3C)CC2)cc1,*c1ccc(C)cc1 *CC1CC[NH+](C*)CC1 *NC(=O)C1CCOC1C,3,20,0,2,2,0,22,4,0,0,0,1,2,1.33112,94.83440000000006,0.864293111972,4.308585979421256,42.77,-7.4,15
12037,CC[NH2+]C1CN(C(c2cccc(Cl)c2)c2sc3nc(C)nn3c2O)CCN1,*N1CCN(C(c2cccc(Cl)c2)c2sc3nc(C)nn3c2O)CC1 *[NH2+]CC,2,18,0,6,1,2,24,6,0,0,0,2,2,1.3622200000000002,106.39090000000004,0.5945980678857207,4.2115923544868235,82.30000000000001,-7.4,15
12043,CC(N)n1nc2c(c1NC(=O)Cc1cccc3ccccc13)CS(=O)(=O)C2,*NCC *n1nc2c(c1NC(=O)Cc1cccc3ccccc13)CS(=O)(=O)C2,2,19,0,4,3,1,20,10,0,0,0,2,2,2.1231,103.73490000000004,0.7164510584167731,3.2847286278990806,107.07999999999998,-7.5,15
12036,CC(N)Oc1cccc(C2CC(=O)NC3C2C([O-])=Nc2nc4ccccc4n23)c1,*NCC *Oc1cccc(C2CC(=O)NC3C2C([O-])=Nc2nc4ccccc4n23)c1,2,21,0,5,3,0,24,9,0,0,0,1,4,1.5422,105.5751,0.657999623516477,4.3839355299345835,117.59,-7.5,15
12034,CC(N)c1nc2cnccn2c1NCCC(=O)N1CCCCC1C,*NCC *c1nc2cnccn2c1NCCC(=O)N1CCCCC1C,2,17,0,6,1,0,21,5,0,0,0,1,2,1.9519999999999997,93.72210000000004,0.8745958044335986,3.526894812787379,88.55,-7.5,15
12033,CC([NH2+]Cc1ccc(Cl)nc1)c1ccc(NC(N)=O)cc1,*C(C)c1ccc(NC(N)=O)cc1 *[NH2+]Cc1ccc(Cl)nc1,2,15,0,4,1,1,15,7,0,0,0,0,2,2.0502,82.93950000000002,0.7420034448639999,3.4605034058234967,84.62,-7.5,15
12032,CC(N)c1cc(N2CCC3(CC2)OCCO3)nc(-c2cccnc2)n1,*NCC *c1cc(N2CCC3(CC2)OCCO3)nc(-c2cccnc2)n1,2,18,0,5,2,0,22,6,0,0,0,1,3,1.9016000000000004,93.94740000000004,0.9121704154595541,3.644702267372578,86.39,-7.5,15
12031,CC(N)c1nc(-n2cccc2)sc1C(=O)Nc1nncs1,*NCC *c1nc(-n2cccc2)sc1C(=O)Nc1nncs1,2,12,0,6,1,2,16,7,0,0,0,3,0,2.0573,81.90560000000002,0.7663590656600592,3.389741306736143,98.72,-7.5,15
12030,CC(N)C(=O)N1CCOc2ccc(C(O)CCc3ccccc3)cc2C1,*NCC *C(=O)N1CCOc2ccc(C(O)CCc3ccccc3)cc2C1,2,21,0,2,3,0,21,7,0,0,0,0,2,2.4210000000000003,100.72620000000005,0.8645931532367102,2.9459439502605314,75.79,-7.3,15
12029,CC(N)C(=O)Nc1ccccc1C(=O)OCc1cc([N+](=O)[O-])cc2c1OCOC2,*NCC *C(=O)Nc1ccccc1C(=O)OCc1cc([N+](=O)[O-])cc2c1OCOC2,2,19,0,3,7,0,22,9,0,0,0,0,3,2.103999999999999,101.22100000000002,0.42547797354936484,2.951130385602978,143.01999999999998,-7.3,15
12035,CC(c1nc(-c2cccs2)no1)N1CC[NH+](Cc2ccc([N+](=O)[O-])o2)CC1,*C(C)N1CC[NH+](Cc2ccc([N+](=O)[O-])o2)CC1 *c1nc(-c2cccs2)no1,2,17,0,5,4,1,23,7,0,0,0,3,1,1.761,97.36210000000004,0.508964747399,4.19280181382247,102.88,-7.5,15
12028,CC(N)Cc1n[nH]c2c1CCc1ccccc1-2,*NCC *Cc1n[nH]c2c1CCc1ccccc1-2,2,14,0,3,0,0,14,5,0,0,0,1,2,2.065,68.78510000000003,0.8247962212924194,3.07387891492632,54.699999999999996,-7.3,15
12044,O=C1Nc2ccccc2CCC1Sc1nnnn1-c1ccc2c(c1)OCCO2,*C1CCc2ccccc2NC1=O *Sc1nnnn1-c1ccc2c(c1)OCCO2,2,19,0,5,3,1,23,9,0,0,0,1,3,2.4791,103.18170000000002,0.727786526127,3.0486987527460623,91.16000000000004,-7.4,15
12046,CC(N)CCC(=O)NC(C)C(=O)N1CCC2(CC1)NCCc1[nH+]c[nH]c12,*NCC *CCC(=O)NC(C)C(=O)N1CCC2(CC1)NCCc1[nH+]c[nH]c12,2,18,0,6,2,0,24,4,0,0,0,1,2,-0.5756999999999965,97.03520000000005,0.5599738251160118,4.872314360911614,117.38999999999999,-6.8,15
12061,CC[NH2+]C1[NH+]C2CCC1CN(C(=O)c1cc3ccccc3[nH]c1=O)C2,*[NH+]1CC2CCC1CN(C(=O)c1cc3ccccc3[nH]c1=O)C2 *[NH2+]CC,2,19,0,4,2,0,22,6,0,0,0,0,3,-0.9788999999999957,94.20130000000005,0.6704203056343517,5.233373346088738,85.38,-6.7,15
12059,Cc1nc2sc(C(C(=O)NC(C)N)[NH+]3CCC(C)CC3)c([O-])n2n1,*NCC *NC(*)=O *C(c1sc2nc(C)nn2c1[O-])[NH+]1CCC(C)CC1,3,15,0,6,2,1,22,4,0,0,0,2,1,-1.0503799999999979,88.67480000000003,0.6078981233965535,5.197006289545915,112.81,-6.6,15
12058,CC(N)C(C)C(=O)Nc1nnn[n-]1,*NCC *C(C)C(=O)Nc1nnn[n-]1,2,6,0,6,1,0,10,3,0,0,0,1,0,-1.2493999999999996,44.59010000000001,0.6058113995224265,5.197289838961327,107.89000000000001,-6.5,15
12057,CC[NH2+]C(C)C(=O)N1CCCC(c2ncc3c(n2)CC[NH+](C)C3)C1,*CCC(=O)N1CCCC(c2ncc3c(n2)CC[NH+](C)C3)C1 *[NH2+]CC,2,18,0,5,1,0,22,4,0,0,0,0,3,-1.274799999999995,91.67710000000005,0.7216853848203981,5.205711117774437,67.14,-6.5,15
12056,CC(N)C(Cc1ccsc1)NC(=O)CC1C(=O)NCC[NH+]1C,*NCC *C(Cc1ccsc1)NC(=O)CC1C(=O)NCC[NH+]1C,2,15,0,4,2,1,19,4,0,0,0,1,1,-1.4741999999999968,86.77150000000003,0.5146340891893274,4.884198596481775,88.66,-6.3,15
12055,CC[NH2+]C(C[NH+](C)C)NC(=O)NCC1(O)CCCc2ccccc21,*C(CNC(=O)NCC1(O)CCCc2ccccc21)[NH+](C)C *[NH2+]CC,2,18,0,4,2,0,21,4,0,0,0,0,2,-1.4363999999999948,93.74330000000005,0.39555030336989405,4.77518599938831,82.41,-6.4,15
12045,CC(N)n1cnc2c1c(=O)n(Cc1cc(-c3ccco3)on1)c(=O)n2Cc1ccccc1,*NCC *n1cnc2c1c(=O)n(Cc1cc(-c3ccco3)on1)c(=O)n2Cc1ccccc1,2,22,0,6,4,0,25,11,0,0,0,3,2,2.1814999999999998,116.0024,0.43557751320411775,3.252634044084526,127.01000000000002,-7.4,15
12054,Cc1cc2c(cc1C[NH+]1CC(C(=O)[O-])C(C(C)N)C1)OCO2,*NCC *C1C[NH+](Cc2cc3c(cc2C)OCO3)CC1C(=O)[O-],2,16,0,2,4,0,20,4,0,0,0,2,1,-1.5482799999999974,77.33910000000004,0.7030801898092041,5.105580437591485,89.05000000000001,-6.2,15
12052,CC1CCC(C)[NH+](CC(=O)c2c(N)n(C(C)N)c(=O)[nH]c2=O)C1,*NCC *n1c(N)c(C(=O)C[NH+]2CC(C)CCC2C)c(=O)[nH]c1=O,2,15,0,5,3,0,20,4,0,0,0,0,2,-1.5179999999999976,87.52070000000002,0.5001791139507259,5.095068984526102,128.41,-6.4,15
12051,CCC(C)C1[NH+]=c2cccc(Cl)c2=C1NC(=O)C[NH+]1CCN(c2ccccc2F)CC1,*CCCC *C1[NH+]=c2cccc(Cl)c2=C1NC(=O)C[NH+]1CCN(c2ccccc2F)CC1,2,24,1,4,1,1,26,8,0,0,0,1,3,-0.7628999999999955,119.73810000000005,0.5482657381118656,4.9296256157317195,50.75,-6.6,15
12050,Cc1nc(CN(C(C)N)C2CC[NH+](Cc3ccn(C)c(=O)c3)C2)no1,*NCC *N(Cc1noc(C)n1)C1CC[NH+](Cc2ccn(C)c(=O)c2)C1,2,17,0,6,2,0,22,5,0,0,0,2,1,-0.9591799999999975,92.71610000000004,0.6539123114156445,5.040891004388985,94.62,-6.7,15
